Datettime,Max_Temp,Max Temp Flag,Min_Temp,Mean_Temp,Total_Rain_mm,Total_Snow_cm,Total_Precip_mm,Snow_on_Grnd_cm,Dir_of_Max_Gust,,
2015-02-04,-3.7,,-9.5,-6.6,,7,6.4,13,,,
2015-02-05,-7.1,,-22.2,-14.7,0,0.2,0.2,17,27,,
2015-02-06,-9.9,,-24.3,-17.1,0,2.4,2.4,17,,,
2015-02-07,-12.5,,-17.8,-15.2,0,0.2,0.2,18,4,,
2015-02-08,-13.9,,-18.5,-16.2,0,8.6,8.6,18,4,,
2015-02-09,-11.7,,-15.6,-13.7,0,0.4,0.4,16,3,,
2015-02-10,-7.1,,-14.8,-11,0,0.2,0.2,18,2,,
2015-02-11,-11.1,,-17.4,-14.3,0,2.2,2.2,18,3,,
2015-02-12,-7.4,,-18.1,-12.8,0,5,5,22,28,,
2015-02-13,-18,,-23.7,-20.9,0,0,0,23,26,,
2015-02-14,-13.9,,-20.8,-17.4,0,1.2,1.2,23,2,,
2015-02-15,-13.9,,-21.9,-17.9,0,0,0,19,1,,
2015-02-16,-16.3,,-24.1,-20.2,0,0,0,19,23,,
2015-02-17,-13,,-24.2,-18.6,0,0,0,18,,,
2015-02-18,-7,,-21.6,-14.3,0,0.2,0.2,18,,,
2015-02-19,-8,,-18.5,-13.3,0,6,6,19,25,,
2015-02-20,-14.6,,-19.6,-17.1,0,1.6,1.6,16,23,,
2015-02-21,-7.6,,-17.5,-12.6,0,4,4,15,,,
2015-02-22,-3.6,,-11.6,-7.6,,1.2,1.2,19,28,,
2015-02-23,-11.1,,-24.6,-17.9,0,0,0,18,23,,
2015-02-24,-8.7,,-25.4,-17.1,0,0,0,16,13,,
2015-02-25,-4.6,,-17.6,-11.1,0,0.8,0.6,16,,,
2015-02-26,-12.7,,-21.5,-17.1,0,0,0,16,,,
2015-02-27,-9.5,,-21.8,-15.7,0,0,0,16,24,,
2015-02-28,-5.5,,-17,-11.3,0,0,0,15,23,,
2015-03-01,-3.4,,-17.3,-10.4,0,0.2,0.2,14,,,
2015-03-02,-2.4,,-11.9,-7.2,0,1,1,14,26,,
2015-03-03,-3.7,,-19.1,-11.4,0,6,6,15,15,,
2015-03-04,1.9,,-5.8,-2,0,0,0,18,24,,
2015-03-05,-5.8,,-18.6,-12.2,0,0.6,0.4,17,31,,
2015-03-06,-6.9,,-20.6,-13.8,0,0,0,17,23,,
2015-03-07,-2.3,,-13.3,-7.8,0,0.4,0.4,16,23,,
2015-03-08,-0.3,,-6.4,-3.4,0,0.8,0.8,17,27,,
2015-03-09,2.5,,-3.5,-0.5,0,1.8,1.8,19,22,,
2015-03-10,7.8,,-4.1,1.9,0,0,0,19,20,,
2015-03-11,7.8,,-0.3,3.8,0,0,0,11,32,,
2015-03-12,-0.3,,-8.8,-4.6,0,0,0,4,31,,
2015-03-13,-2,,-10,-6,0,0,0,1,,,
2015-03-14,0.3,,-3.3,-1.5,1,7.4,9,1,3,,
2015-03-15,0,,-8.1,-4.1,0,2,2,8,2,,
2015-03-16,2.3,,-11.4,-4.6,0,0,0,8,,,
2015-03-17,1.4,,-7.8,-3.2,0,1.8,1.8,4,31,,
2015-03-18,-5.1,,-11.8,-8.5,0,0,0,4,30,,
2015-03-19,-1.9,,-12.8,-7.4,0,0,0,4,28,,
2015-03-20,3.2,,-9.9,-3.4,0,0,0,3,13,,
2015-03-21,1.8,,-10.3,-4.3,0,3.8,7.4,3,27,,
2015-03-22,-8.9,,-15.4,-12.2,,,,5,,,
2015-03-23,-6.1,,-15.9,-11,0,0,0,,24,,
2015-03-24,-0.4,,-12.9,-6.7,0,0,0,3,,,
2015-03-25,6.9,,-8.7,-0.9,0.6,0,0.6,3,17,,
2015-03-26,5.3,,1,3.2,1.4,0,1.4,0,23,,
2015-03-27,2.2,,-5.5,-1.7,0.4,3.6,3.4,0,1,,
2015-03-28,-1.8,,-9.3,-5.6,0,0,0,3,36,,
2015-03-29,3.3,,-9.8,-3.3,0,0,0,0,24,,
2015-03-30,4,,-0.7,1.7,1,1,2,0,23,,
2015-03-31,2.2,,-4.9,-1.4,0,0,0,,32,,
2015-04-01,2,,-6.7,-2.4,0,0,0,0,24,,
2015-04-02,10.2,,-2.8,3.7,3,0,3,0,23,,
2015-04-03,12.8,,5.2,9,4.2,0,4.2,0,25,,
2015-04-04,5.4,,-4.5,0.5,4.6,4.4,9.4,2,35,,
2015-04-05,0.9,,-5.2,-2.2,0,0,0,2,26,,
2015-04-06,2.8,,-6.2,-1.7,0,0.6,0.6,0,21,,
2015-04-07,5.6,,-3.9,0.9,0,0,0,0,2,,
2015-04-08,6.2,,-3.4,1.4,0,3.2,3.2,0,12,,
2015-04-09,6.9,,0.2,3.6,6.6,0,6.6,1,13,,
2015-04-10,11.5,,3.1,7.3,12,0,12,,22,,
2015-04-11,8.4,,2.6,5.5,0,0,0,,23,,
2015-04-12,16.8,,2.3,9.6,0,0,0,,23,,
2015-04-13,22,,2.2,12.1,4,0,4,,24,,
2015-04-14,16.8,,5.4,11.1,0,0,0,,26,,
2015-04-15,14.3,,1.5,7.9,0,0,0,,2,,
2015-04-16,16.3,,-0.4,8,0,0,0,,24,,
2015-04-17,20.4,,6.2,13.3,0,0,0,,21,,
2015-04-18,10.1,,2.3,6.2,0,0,0,,31,,
2015-04-19,12.2,,0.6,6.4,0,0,0,,7,,
2015-04-20,10,,5.1,7.6,12.4,0,12.4,,11,,
2015-04-21,12.1,,4.6,8.4,17.6,0,17.6,,22,,
2015-04-22,9.6,,4.1,6.9,3,0,3,,20,,
2015-04-23,6.4,,1.7,4.1,2.2,0,2.2,,24,,
2015-04-24,4.2,,0.7,2.5,0,0,0,0,26,,
2015-04-25,12.1,,0.6,6.4,0,0,0,,23,,
2015-04-26,12.4,,3.2,7.8,0,0,0,,1,,
2015-04-27,14.9,,5.1,10,0.8,0,0.8,,4,,
2015-04-28,19.7,,3.7,11.7,0,0,0,,33,,
2015-04-29,17,,5.9,11.5,0,0,0,,8,,
2015-04-30,16.8,,5.8,11.3,0,0,0,,2,,
2015-05-01,19.3,,7.6,13.5,0,0,0,,,,
2015-05-02,23.6,,7.3,15.5,0,0,0,,28,,
2015-05-03,25.1,,10.4,17.8,0,0,0,,21,,
2015-05-04,28.3,,13.1,20.7,1.6,0,1.6,,23,,
2015-05-05,20.5,,9.3,14.9,0,0,0,,24,,
2015-05-06,24.7,,7.3,16,0,0,0,,26,,
2015-05-07,26.8,,11.6,19.2,0,0,0,,22,,
2015-05-08,29.5,,12.4,21,0,0,0,,,,
2015-05-09,28.1,,12.8,20.5,9.8,0,9.8,,31,,
2015-05-10,25.2,,13.4,19.3,1.4,0,1.4,,24,,
2015-05-11,13.9,,7.8,10.9,17.6,0,17.6,,3,,
2015-05-12,23.3,,8.4,15.9,,0,,,22,,
2015-05-13,17.1,,7,12.1,0,0,0,,29,,
2015-05-14,18.6,,5.8,12.2,0,0,0,,21,,
2015-05-15,21.4,,7.1,14.3,0,0,0,,,,
2015-05-16,20.7,,14.7,17.7,0,0,0,,,,
2015-05-17,24,,14.5,19.3,0,0,0,,,,
2015-05-18,29.3,,11.8,20.6,9.4,0,9.4,,21,,
2015-05-19,26.7,,12.1,19.4,0,0,0,,22,,
2015-05-20,15.6,,6.8,11.2,0,0,0,,27,,
2015-05-21,19.8,,8,13.9,0,0,0,,21,,
2015-05-22,13.4,,3.7,8.6,0.4,0,0.4,,29,,
2015-05-23,17.2,,2.7,10,0,0,0,,22,,
2015-05-24,25.7,,12.7,19.2,0,0,0,,24,,
2015-05-25,20.9,,15.6,18.3,24.8,0,24.8,,23,,
2015-05-26,28.7,,15,21.9,0,0,0,,21,,
2015-05-27,28.3,,20.9,24.6,0,0,0,,23,,
2015-05-28,22.3,,12,17.2,6,0,6,,23,,
2015-05-29,25.4,,10.3,17.9,0,0,0,,,,
2015-05-30,30.5,,11.1,20.8,4.2,0,4.2,,23,,
2015-05-31,14.5,,8.2,11.4,2,0,2,,35,,
2015-06-01,14,,9.1,11.6,2.8,0,2.8,,8,,
2015-06-02,13.3,,6.5,9.9,2,0,2,,2,,
2015-06-03,17.9,,4.3,11.1,0,0,0,,,,
2015-06-04,24.5,,8.1,16.3,0,0,0,,,,
2015-06-05,24.6,,14,19.3,8.6,0,8.6,,36,,
2015-06-06,19.8,,8.9,14.4,0,0,0,,36,,
2015-06-07,21.9,,7.4,14.7,0,0,0,,14,,
2015-06-08,22,,14.4,18.2,27.8,0,27.8,,15,,
2015-06-09,22.4,,15.7,19.1,8.8,0,8.8,,,,
2015-06-10,24,,15.6,19.8,4,0,4,,22,,
2015-06-11,23,,16.3,19.7,0,0,0,,27,,
2015-06-12,21.1,,13.8,17.5,11.4,0,11.4,,22,,
2015-06-13,26.6,,12.5,19.6,0,0,0,,29,,
2015-06-14,23.8,,12.4,18.1,0,0,0,,,,
2015-06-15,22.1,,16.5,19.3,0.6,0,0.6,,15,,
2015-06-16,22.8,,14,18.4,25.6,0,25.6,,1,,
2015-06-17,21.9,,10.4,16.2,0,0,0,,,,
2015-06-18,27.1,,14.9,21,4.2,0,4.2,,26,,
2015-06-19,20.5,,11.8,16.2,0,0,0,,36,,
2015-06-20,24.5,,9.8,17.2,0,0,0,,,,
2015-06-21,24.7,,18.8,21.8,19.6,0,19.6,,3,,
2015-06-22,26.6,,17.2,21.9,6.2,0,6.2,,,,
2015-06-23,27.1,,17.3,22.2,2.4,0,2.4,,27,,
2015-06-24,24.2,,13.6,18.9,3,0,3,,24,,
2015-06-25,22.4,,11.3,16.9,0,0,0,,27,,
2015-06-26,24.1,,11.9,18,0,0,0,,1,,
2015-06-27,24.2,,12.9,18.6,0,0,0,,,,
2015-06-28,19.7,,12.7,16.2,12.6,0,12.6,,7,,
2015-06-29,19.2,,12.2,15.7,0,0,0,,22,,
2015-06-30,25.3,,13.7,19.5,,0,,,18,,
2015-07-01,23,,15.3,19.2,9.8,0,9.8,,24,,
2015-07-02,23.1,,13.3,18.2,0,0,0,,24,,
2015-07-03,24.6,,12.7,18.7,0,0,0,,22,,
2015-07-04,24.8,,14.1,19.5,0,0,0,,,,
2015-07-05,26.9,,16.3,21.6,0,0,0,,27,,
2015-07-06,28.1,,16.4,22.3,0,0,0,,,,
2015-07-07,30.2,,20.4,25.3,1.6,0,1.6,,22,,
2015-07-08,23.3,,15.2,19.3,0.8,0,0.8,,30,,
2015-07-09,23.3,,15.3,19.3,0,0,0,,,,
2015-07-10,28.7,,16,22.4,0,0,0,,29,,
2015-07-11,28.6,,17.8,23.2,0,0,0,,23,,
2015-07-12,29.5,,20.4,25,0,0,0,,,,
2015-07-13,30.1,,20,25.1,0,0,0,,,,
2015-07-14,28.2,,15.6,21.9,0,0,0,,1,,
2015-07-15,23.3,,12.9,18.1,0,0,0,,1,,
2015-07-16,23.4,,10.4,16.9,0,0,0,,,,
2015-07-17,24.3,,13.6,19,5.8,0,5.8,,14,,
2015-07-18,25.5,,18.1,21.8,2,0,2,,,,
2015-07-19,28.7,,20.1,24.4,35.8,0,35.8,,,,
2015-07-20,27.6,,19.4,23.5,0,0,0,,23,,
2015-07-21,25.1,,14.8,20,30.2,0,30.2,,29,,
2015-07-22,22.2,,14.6,18.4,0,0,0,,29,,
2015-07-23,24.9,,16,20.5,1.2,0,1.2,,30,,
2015-07-24,24,,16.4,20.2,1.4,0,1.4,,,,
2015-07-25,26.2,,14.2,20.2,4,0,4,,,,
2015-07-26,27.3,,19.1,23.2,0,0,0,,,,
2015-07-27,29.6,,19.4,24.5,1.4,0,1.4,,36,,
2015-07-28,30.9,,17.8,24.4,0,0,0,,22,,
2015-07-29,31.7,,21.8,26.8,0,0,0,,,,
2015-07-30,28.7,,21.4,25.1,4.6,0,4.6,,24,,
2015-07-31,26.7,,18.7,22.7,0,0,0,,29,,
2015-08-01,25.8,,16,20.9,7.4,0,7.4,,22,,
2015-08-02,27,,14.9,21,0,0,0,,21,,
2015-08-03,26,,18.7,22.4,1,0,1,,21,,
2015-08-04,25.7,,17.5,21.6,3.2,0,3.2,,23,,
2015-08-05,24,,15.9,20,0,0,0,,26,,
2015-08-06,22.7,,14.1,18.4,0,0,0,,26,,
2015-08-07,22.2,,12,17.1,0,0,0,,,,
2015-08-08,23.6,,12.7,18.2,,,0,,,,M
2015-08-09,25.9,,15.3,20.6,0,0,0,,,,
2015-08-10,27.4,,15.3,21.4,26.4,0,26.4,,16,,
2015-08-11,21.1,,17.6,19.4,47.2,0,47.2,,14,,
2015-08-12,23.7,,16.3,20,1.8,0,1.8,,27,,
2015-08-13,23.1,,16.3,19.7,,0,,,24,,
2015-08-14,24.6,,15.7,20.2,4.2,0,4.2,,25,,
2015-08-15,27.7,,19.3,23.5,0.4,0,0.4,,,,
2015-08-16,28.7,,20.2,24.5,0,0,0,,,,
2015-08-17,30.7,,20,25.4,0,0,0,,23,,
2015-08-18,30.9,,21.6,26.3,5,0,5,,17,,
2015-08-19,31.2,,20.6,25.9,0,0,0,,16,,
2015-08-20,30.5,,19.2,24.9,8.6,0,8.6,,15,,
2015-08-21,26.1,,17.4,21.8,5.8,0,5.8,,23,,
2015-08-22,24.9,,15.5,20.2,0,0,0,,,,
2015-08-23,27.7,,16,21.9,0,0,0,,,,
2015-08-24,28.5,,18.7,23.6,0,0,0,,25,,
2015-08-25,25.9,,14.9,20.4,1.2,0,1.2,,28,,
2015-08-26,22.7,,15.9,19.3,0.2,0,0.2,,22,,
2015-08-27,22.9,,14.6,18.8,0,0,0,,26,,
2015-08-28,23,,13.7,18.4,0,0,0,,24,,
2015-08-29,23.8,,14.5,19.2,0,0,0,,24,,
2015-08-30,25.8,,17.7,21.8,0,0,0,,27,,
2015-08-31,25.4,,16.5,21,0,0,0,,29,,
2015-09-01,27.2,,14.2,20.7,0,0,0,,,,
2015-09-02,25.8,,19.4,22.6,0,0,0,,23,,
2015-09-03,28.1,,16.2,22.2,0,0,0,,3,,
2015-09-04,26.1,,12.6,19.4,0,0,0,,5,,
2015-09-05,28.7,,12.4,20.6,0,0,0,,,,
2015-09-06,30.8,,18.4,24.6,0,0,0,,22,,
2015-09-07,32.2,,21.9,27.1,16,0,16,,31,,
2015-09-08,28,,20.9,24.5,0,0,0,,,,
2015-09-09,27.9,,16.9,22.4,0.2,0,0.2,,23,,
2015-09-10,24.2,,15.6,19.9,0,0,0,,,,
2015-09-11,24.7,,13.8,19.3,0,0,0,,,,
2015-09-12,19.2,,14.6,16.9,13.6,0,13.6,,3,,
2015-09-13,20.8,,14.6,17.7,31.6,0,31.6,,16,,
2015-09-14,20.9,,14.4,17.7,6.4,0,6.4,,28,,
2015-09-15,26,,14,20,0,0,0,,24,,
2015-09-16,27.7,,15.4,21.6,0,0,0,,22,,
2015-09-17,27.9,,16.6,22.3,0,0,0,,23,,
2015-09-18,28.4,,16,22.2,0,0,0,,21,,
2015-09-19,28.3,,14,21.2,11.6,0,11.6,,22,,
2015-09-20,18.2,,9.4,13.8,0,0,0,,27,,
2015-09-21,20.9,,7.4,14.2,0,0,0,,,,
2015-09-22,22.7,,10.6,16.7,0,0,0,,,,
2015-09-23,23.9,,12.1,18,0,0,0,,25,,
2015-09-24,19.2,,10.1,14.7,0,0,0,,3,,
2015-09-25,15.3,,6.8,11.1,0,0,0,,2,,
2015-09-26,17.7,,5.3,11.5,0,0,0,,,,
2015-09-27,23.1,,5.9,14.5,0,0,0,,23,,
2015-09-28,21.4,,14.4,17.9,3,0,3,,22,,
2015-09-29,25,,13.2,19.1,30,0,30,,30,,
2015-09-30,13.3,,6.3,9.8,5.2,0,5.2,,2,,
2015-10-01,14.4,,4.2,9.3,0,0,0,,2,,
2015-10-02,13,,4,8.5,0,0,0,,4,,
2015-10-03,13.2,,2.9,8.1,0,0,0,,4,,
2015-10-04,15.3,,2.9,9.1,0,0,0,,,,
2015-10-05,15.6,,4.5,10.1,0,0,0,,,,
2015-10-06,15.4,,10.9,13.2,0,0,0,,25,,
2015-10-07,19,,7,13,0,0,0,,26,,
2015-10-08,12.1,,3.9,8,,0,,,,,
2015-10-09,8.7,,4.7,6.7,7.2,0,7.2,,2,,
2015-10-10,10,,2.6,6.3,0,0,0,,21,,
2015-10-11,17.9,,7.6,12.8,,0,,,24,,
2015-10-12,23.5,,12.1,17.8,0,0,0,,22,,
2015-10-13,17.9,,12.1,15,3.2,0,3.2,,23,,
2015-10-14,14.4,,2.9,8.7,0,0,0,,27,,
2015-10-15,13.7,,2.4,8.1,14.2,0,14.2,,22,,
2015-10-16,11.5,,4.9,8.2,8.2,0,8.2,,24,,
2015-10-17,6.2,,-2,2.1,5,1,6,,29,,
2015-10-18,4.7,,-4.3,0.2,0,0,0,,28,,
2015-10-19,9.4,,-4.9,2.3,0.6,0,0.6,,21,,
2015-10-20,17.5,,6.9,12.2,0,0,0,,22,,
2015-10-21,10.1,,0.5,5.3,0,0,0,,,,
2015-10-22,16.9,,3.4,10.2,3.2,0,3.2,,28,,
2015-10-23,8.2,,-0.4,3.9,0,0,0,,34,,
2015-10-24,10.2,,0.3,5.3,9,0,9,,15,,
2015-10-25,12.7,,5,8.9,9,0,9,,28,,
2015-10-26,7.2,,-0.8,3.2,0,0,0,,26,,
2015-10-27,10.6,,-3.2,3.7,0,0,0,,,,
2015-10-28,10.8,,-0.3,5.3,31.2,0,31.2,,10,,
2015-10-29,14.8,,6.9,10.9,8.6,0,8.6,,23,,
2015-10-30,8.4,,-1.2,3.6,0.8,0,0.8,,24,,
2015-10-31,8.1,,-3.2,2.5,0,0,0,,,,
2015-11-01,12.9,,5.5,9.2,6.2,0,6.2,,24,,
2015-11-02,10.8,,5.2,8,0.4,0,0.4,,26,,
2015-11-03,15.5,,4.7,10.1,0.2,0,0.2,,26,,
2015-11-04,13.5,,1.4,7.5,0,0,0,,,,
2015-11-05,17.1,,4.3,10.7,0,0,0,,,,
2015-11-06,19.5,,9.8,14.7,1,0,1,,22,,
2015-11-07,10.6,,2.9,6.8,0,0,0,,26,,
2015-11-08,7.4,,-1.2,3.1,0,0,0,,24,,
2015-11-09,11.9,,1.7,6.8,0,0,0,,25,,
2015-11-10,12.8,,-0.1,6.4,0,0,0,,3,,
2015-11-11,10.8,,4,7.4,0.2,0,0.2,,,,
2015-11-12,11.9,,6.3,9.1,15.6,0,15.6,,23,,
2015-11-13,9.4,,0.9,5.2,,0,,,24,,
2015-11-14,4.1,,-0.2,2,0,0,0,0,26,,
2015-11-15,7.5,,0.5,4,0,0,0,,25,,
2015-11-16,7.6,,-3.2,2.2,0,0,0,,1,,
2015-11-17,4.6,,-4.7,-0.1,0,0,0,,,,
2015-11-18,9.4,,-4.5,2.5,0,0,0,,15,,
2015-11-19,13.9,,9.2,11.6,8.6,0,8.6,,14,,
2015-11-20,11,,0,5.5,0,0,0,,24,,
2015-11-21,5.3,,-2,1.7,0,0,0,,13,,
2015-11-22,7.7,,-3.2,2.3,0.4,0,0.4,,22,,
2015-11-23,0.5,,-6.2,-2.9,0,0,0,,27,,
2015-11-24,-2.7,,-7.1,-4.9,0,1.8,1.8,1,,,
2015-11-25,4.5,,-8.5,-2,0,0,0,,15,,
2015-11-26,9.8,,3.6,6.7,0.2,0,0.2,,15,,
2015-11-27,14.7,,0.5,7.6,13.6,0.4,14,,22,,
2015-11-28,1.2,,-4.2,-1.5,0,0,0,,,,
2015-11-29,0.3,,-6.9,-3.3,0,0,0,,3,,
2015-11-30,-2.9,,-10.1,-6.5,0,0,0,,,,
2015-12-01,4.1,,-7.3,-1.6,5.6,0,5.6,,,,
2015-12-02,4.2,,1.5,2.9,11.2,0,11.2,,,,
2015-12-03,5.8,,-0.6,2.6,1.6,0,1.6,,28,,
2015-12-04,5.7,,0.1,2.9,0,0.2,0.2,,26,,
2015-12-05,6.3,,2.2,4.3,0,0,0,,23,,
2015-12-06,5.8,,-0.7,2.6,0,0,0,,23,,
2015-12-07,4.1,,-2,1.1,,,,,,,
2015-12-08,3.9,,-0.4,1.8,0,0,0,,,,
2015-12-09,7.2,,0.1,3.7,0,0,0,,15,,
2015-12-10,9.9,,5.7,7.8,,0,,,23,,
2015-12-11,14,,6.4,10.2,0,0,0,,25,,
2015-12-12,9.6,,2,5.8,0,0,0,,24,,
2015-12-13,3.4,,-0.7,1.4,2.4,0,2.4,,5,,
2015-12-14,3.6,,0.9,2.3,7.6,0,7.6,,4,,
2015-12-15,4.4,,0.1,2.3,5.6,0,5.6,,2,,
2015-12-16,1.6,,-0.4,0.6,0,0,0,,,,
2015-12-17,7.6,,-1.3,3.2,13,0,13,,14,,
2015-12-18,7,,1.1,4.1,0,0,0,,28,,
2015-12-19,1.5,,-4.8,-1.7,0,0,0,0,24,,
2015-12-20,0,,-6.1,-3.1,0,0,0,0,27,,
2015-12-21,4,,-1.5,1.3,9.4,0,9.4,0,15,,
2015-12-22,4.6,,1,2.8,4.2,0,4.2,,,,
2015-12-23,10.7,,1.6,6.2,6.6,0,6.6,,3,,
2015-12-24,16.9,,5.2,11.1,2.2,0,2.2,,24,,
2015-12-25,7.6,,1,4.3,0,0,0,,,,
2015-12-26,3.9,,-2.2,0.9,0,0,0,0,3,,
2015-12-27,1.9,,-4.1,-1.1,4.2,2.6,13.4,1,3,,
2015-12-28,-4.1,,-10.9,-7.5,0,0,0,2,30,,
2015-12-29,-7.5,,-12.1,-9.8,0,39.2,39.2,7,,,
2015-12-30,-5.1,,-9.2,-7.2,0.2,5.6,3.4,16,,,
2015-12-31,-0.4,,-5.2,-2.8,0,0.4,0.4,19,26,,
2016-01-01,0,,-4,-2,0,1.2,0.4,18,26,,
2016-01-02,0.4,,-4.5,-2.1,0,1,1,18,23,,
2016-01-03,0.2,,-14.4,-7.1,0.2,4.8,5.4,17,36,,
2016-01-04,-12.9,,-20.1,-16.5,0,0,0,16,34,,
2016-01-05,-6.3,,-21.2,-13.8,0,0,0,15,23,,
2016-01-06,-0.3,,-11.3,-5.8,0,0,0,15,23,,
2016-01-07,-0.4,,-8.7,-4.6,0,0,0,15,,,
2016-01-08,2.7,,-8.6,-3,0,0,0,15,10,,
2016-01-09,4.3,,1.6,3,2.6,0.8,3.4,15,15,,
2016-01-10,7.7,,-0.9,3.4,9.2,0,9.2,7,23,,
2016-01-11,-0.9,,-11.7,-6.3,0,0,0,2,23,,
2016-01-12,-3,,-11.4,-7.2,0,4.8,3.2,2,14,,
2016-01-13,-4.1,,-14,-9.1,0,0,0,3,25,,
2016-01-14,-9.7,,-14.7,-12.2,0.2,1.6,0.8,3,,,
2016-01-15,-8.3,,-13.8,-11.1,,0,,3,3,,
2016-01-16,-1.8,,-9,-5.4,0,1,1,3,27,,
2016-01-17,-4.7,,-11.4,-8.1,0,0.2,0.2,3,26,,
2016-01-18,-7.4,,-14.7,-11.1,0,7.6,6.6,8,26,,
2016-01-19,-9.1,,-16.4,-12.8,0,0.4,0.4,3,26,,
2016-01-20,-4.4,,-12.2,-8.3,0,0,0,3,27,,
2016-01-21,-6.8,,-15.5,-11.2,0,0,0,3,26,,
2016-01-22,-3.2,,-10.4,-6.8,0,0,0,3,,,
2016-01-23,-8.8,,-13.8,-11.3,0,0,0,2,3,,
2016-01-24,-6.5,,-16.8,-11.7,0,0,0,2,26,,
2016-01-25,-0.5,,-6.6,-3.6,0,0.2,0.2,2,,,
2016-01-26,5.5,,-1.9,1.8,2.4,2,4.6,2,24,,
2016-01-27,1.8,,-6.9,-2.6,0,0,0,0,29,,
2016-01-28,1.2,,-7.4,-3.1,0,1,0.6,0,16,,
2016-01-29,1,,-7.5,-3.3,0,0.8,0.8,1,23,,
2016-01-30,-0.9,,-9.1,-5,0,0,0,1,23,,
2016-01-31,5.8,,-6.5,-0.4,2,0,2,0,,,
2016-02-01,8.6,,0.2,4.4,0.2,0,0.2,1,24,,
2016-02-02,0.2,,-6.2,-3,0,0,0,0,,,
2016-02-03,8.2,,-5.2,1.5,15.2,4.4,20.4,4,15,,
2016-02-04,7.9,,-0.2,3.9,0,0,0,,23,,
2016-02-05,-0.1,,-5.9,-3,0,0,0,,27,,
2016-02-06,1.2,,-4.5,-1.7,0,3,2.4,2,22,,
2016-02-07,0.9,,-8.8,-4,0,0.2,0.2,3,4,,
2016-02-08,-5.8,,-9.1,-7.5,0,0.2,0.2,2,4,,
2016-02-09,-5.6,,-8.3,-7,0,2.4,1.8,0,6,,
2016-02-10,-4.7,,-8.9,-6.8,0,1.8,1.8,2,26,,
2016-02-11,-8.2,,-17.8,-13,0,0.6,0.6,3,24,,
2016-02-12,-6.2,,-19.8,-13,0,5,3.8,3,21,,
2016-02-13,-11,,-26.5,-18.8,0,0,0,3,26,,
2016-02-14,-19.7,,-27.6,-23.7,0,0,0,3,24,,
2016-02-15,-5.2,,-23.2,-14.2,0,0,0,3,12,,
2016-02-16,0.6,,-7.8,-3.6,13,13.2,26.8,6,23,,
2016-02-17,-0.7,,-10.8,-5.8,0,0.2,0.2,6,28,,
2016-02-18,,M,-15.4,,,,,7,,,M
2016-02-19,1.2,,-15.6,-7.2,0,3,3,7,15,,
2016-02-20,4.2,,-0.2,2,3.8,2.8,6.8,10,14,,
2016-02-21,3,,-9.4,-3.2,0,0.2,0.4,2,30,,
2016-02-22,-7.5,,-13.8,-10.7,,0,,0,3,,
2016-02-23,-5.4,,-13.6,-9.5,0,0,0,0,,,
2016-02-24,0.5,,-5.5,-2.5,19.8,8.2,31,0,6,,
2016-02-25,1.5,,-4,-1.3,1.2,0.4,1.6,4,29,,
2016-02-26,-4,,-12.7,-8.4,0,0,0,3,27,,
2016-02-27,3,,-11.2,-4.1,0,0,0,3,22,,
2016-02-28,2.3,,-8.7,-3.2,0.2,4.6,4.2,4,5,,
2016-02-29,1.7,,-9.8,-4.1,7.4,0.8,8.2,6,23,,
2016-03-01,-9.1,,-14.7,-11.9,0,0.6,0.6,6,4,,
2016-03-02,-7.6,,-14.3,-11,0,8.4,11.4,8,4,,
2016-03-03,-11.5,,-18.8,-15.2,0,0,0,8,29,,
2016-03-04,-4.8,,-18,-11.4,0,0,0,8,,,
2016-03-05,-2.4,,-15.6,-9,0,0,0,8,,,
2016-03-06,2.1,,-7.4,-2.7,0,0,0,5,21,,
2016-03-07,3.8,,-0.6,1.6,0.4,6.4,8.2,4,19,,
2016-03-08,3.9,,0.8,2.4,0,0,0,3,,,
2016-03-09,11.4,,0.1,5.8,0.4,0,0.4,2,25,,
2016-03-10,8,,1.8,4.9,0,0,0,0,3,,
2016-03-11,5.7,,-0.7,2.5,0.2,0,0.2,0,27,,
2016-03-12,10.3,,-1.6,4.4,0,0,0,0,25,,
2016-03-13,8.1,,0.2,4.2,0,0,0,0,27,,
2016-03-14,5.5,,-2.1,1.7,3.6,0,3.6,0,11,,
2016-03-15,9.6,,2.7,6.2,3,0,3,0,12,,
2016-03-16,8.3,,2.9,5.6,6.4,0,6.4,,6,,
2016-03-17,11.8,,1,6.4,4,0,4,,23,,
2016-03-18,3.2,,-4.8,-0.8,0,1.6,2,2,29,,
2016-03-19,0,,-8.3,-4.2,0,0,0,,26,,
2016-03-20,1.2,,-8.8,-3.8,0,0,0,,,,
2016-03-21,5.4,,-7.4,-1,0,0,0,,30,,
2016-03-22,5.1,,-6.1,-0.5,0,2,2.8,2,26,,
2016-03-23,2.7,,-2.8,-0.1,0,1,1.4,3,,,
2016-03-24,-1.8,,-6.1,-4,0,4.8,7.4,0,3,,
2016-03-25,1.2,,-1.8,-0.3,5,0,5,3,2,,
2016-03-26,4.4,,-3.7,0.4,0,0,0,1,,,
2016-03-27,14,,-4.1,5,0,0,0,0,,,
2016-03-28,7.9,,2.3,5.1,21,0,21,,14,,
2016-03-29,6.6,,-1.2,2.7,0.8,0,0.8,,31,,
2016-03-30,10.2,,-2,4.1,0.2,0,0.2,,22,,
